emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee,attrition,,,,
11114,Male,Divorced,45 - 54,52,Sales,Master's Degree,Life Sciences,Sales Representative,Non-Travel,1,No,Current Employees,4,1,0,,,,
11115,Male,Married,45 - 54,45,Sales,Bachelor's Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,1,1,0,,,,
11116,Male,Married,45 - 54,47,Sales,Master's Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,2,1,0,,,,
11117,Male,Single,45 - 54,46,Sales,Associates Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,2,1,0,,,,
11118,Male,Married,35 - 44,38,HR,Master's Degree,Human Resources,Human Resources,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11119,Male,Married,Under 25,24,HR,Bachelor's Degree,Medical,Human Resources,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11120,Male,Divorced,25 - 34,29,R&D,High School,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11121,Male,Divorced,25 - 34,34,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11122,Male,Divorced,25 - 34,34,R&D,Bachelor's Degree,Medical,Research Director,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
11123,Male,Divorced,25 - 34,34,R&D,Master's Degree,Other,Research Scientist,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
11124,Male,Divorced,25 - 34,25,R&D,High School,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11125,Male,Married,45 - 54,49,R&D,High School,Life Sciences,Research Director,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11126,Male,Married,25 - 34,29,R&D,High School,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11127,Male,Married,35 - 44,38,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11128,Male,Married,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11129,Male,Married,25 - 34,26,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11130,Male,Married,35 - 44,36,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11131,Male,Married,25 - 34,34,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11132,Male,Married,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11133,Male,Single,45 - 54,45,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11134,Male,Single,35 - 44,35,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11135,Male,Single,25 - 34,27,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11136,Male,Divorced,35 - 44,39,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11137,Male,Divorced,35 - 44,37,Sales,Master's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11138,Male,Married,45 - 54,49,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1,0,,,,
11139,Male,Married,25 - 34,33,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
11140,Male,Single,25 - 34,28,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
11141,Male,Single,25 - 34,31,Sales,Master's Degree,Other,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
11142,Male,Single,25 - 34,32,Sales,Master's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11143,Male,Divorced,35 - 44,37,HR,Associates Degree,Other,Human Resources,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11144,Male,Married,25 - 34,29,HR,High School,Medical,Human Resources,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11145,Male,Single,25 - 34,29,HR,Bachelor's Degree,Other,Human Resources,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11146,Male,Single,35 - 44,43,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11147,Male,Divorced,Over 55,55,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11148,Male,Divorced,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11149,Male,Divorced,35 - 44,40,R&D,Master's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11150,Male,Divorced,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11151,Male,Divorced,35 - 44,39,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11152,Male,Divorced,35 - 44,40,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11153,Male,Divorced,45 - 54,46,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11154,Male,Divorced,35 - 44,43,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11155,Male,Divorced,35 - 44,38,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11156,Male,Divorced,Over 55,55,R&D,Master's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11157,Male,Divorced,45 - 54,49,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11158,Male,Divorced,25 - 34,29,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11159,Male,Divorced,25 - 34,27,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11160,Male,Divorced,25 - 34,32,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11161,Male,Divorced,45 - 54,45,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11162,Male,Divorced,Under 25,24,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11163,Male,Divorced,Under 25,24,R&D,Associates Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11164,Male,Divorced,35 - 44,39,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11165,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11166,Male,Married,35 - 44,37,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11167,Male,Married,25 - 34,27,R&D,High School,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11168,Male,Married,35 - 44,35,R&D,Doctoral Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11169,Male,Married,25 - 34,34,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11170,Male,Married,45 - 54,53,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11171,Male,Married,45 - 54,48,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11172,Male,Married,25 - 34,30,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11173,Male,Married,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11174,Male,Married,45 - 54,49,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11175,Male,Married,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11176,Male,Married,25 - 34,25,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11177,Male,Married,45 - 54,47,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11178,Male,Married,35 - 44,35,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11179,Male,Married,25 - 34,30,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11180,Male,Married,25 - 34,34,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11181,Male,Married,25 - 34,27,R&D,Master's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11182,Male,Married,25 - 34,31,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11183,Male,Married,25 - 34,30,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11184,Male,Married,25 - 34,34,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11185,Male,Married,35 - 44,44,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11186,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11187,Male,Married,35 - 44,35,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11188,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11189,Male,Married,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11190,Male,Married,25 - 34,30,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11191,Male,Married,Under 25,24,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11192,Male,Married,35 - 44,39,R&D,High School,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11193,Male,Married,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11194,Male,Married,35 - 44,35,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11195,Male,Married,25 - 34,33,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11196,Male,Married,Under 25,23,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11197,Male,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11198,Male,Married,35 - 44,40,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11199,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11200,Male,Married,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11201,Male,Married,25 - 34,28,R&D,High School,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11202,Male,Married,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11203,Male,Married,35 - 44,39,R&D,Doctoral Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11204,Male,Married,25 - 34,33,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11205,Male,Married,Over 55,55,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11206,Male,Married,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11207,Male,Married,25 - 34,26,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11208,Male,Single,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11209,Male,Single,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11210,Male,Single,Under 25,23,R&D,High School,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11211,Male,Single,25 - 34,34,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11212,Male,Single,35 - 44,39,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11213,Male,Single,Under 25,24,R&D,Associates Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11214,Male,Single,35 - 44,35,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11215,Male,Single,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11216,Male,Single,35 - 44,40,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11217,Male,Single,25 - 34,26,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11218,Male,Single,45 - 54,46,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11219,Male,Single,45 - 54,49,R&D,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11220,Male,Single,Under 25,21,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11221,Male,Single,25 - 34,26,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11222,Male,Single,35 - 44,35,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11223,Male,Single,25 - 34,33,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11224,Male,Single,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11225,Male,Single,25 - 34,32,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11226,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11227,Male,Single,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11228,Male,Single,Under 25,22,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11229,Male,Single,Under 25,23,R&D,Associates Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11230,Male,Single,45 - 54,53,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11231,Male,Divorced,25 - 34,31,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11232,Male,Divorced,25 - 34,30,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11233,Male,Divorced,35 - 44,41,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11234,Male,Divorced,25 - 34,34,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11235,Male,Divorced,25 - 34,29,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11236,Male,Divorced,25 - 34,33,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11237,Male,Divorced,45 - 54,48,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11238,Male,Married,35 - 44,40,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11239,Male,Married,25 - 34,33,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11240,Male,Married,25 - 34,31,Sales,Associates Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11241,Male,Married,25 - 34,31,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11242,Male,Married,25 - 34,32,Sales,Master's Degree,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11243,Male,Married,35 - 44,35,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11244,Male,Married,25 - 34,30,Sales,Master's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11245,Male,Married,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11246,Male,Married,25 - 34,32,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11247,Male,Married,35 - 44,35,Sales,High School,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11248,Male,Married,25 - 34,32,Sales,Doctoral Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11249,Male,Married,35 - 44,39,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11250,Male,Married,35 - 44,37,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11251,Male,Married,35 - 44,36,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11252,Male,Married,35 - 44,38,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11253,Male,Married,25 - 34,30,Sales,High School,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11254,Male,Single,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11255,Male,Single,35 - 44,39,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11256,Male,Single,35 - 44,40,Sales,Master's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11257,Male,Single,25 - 34,33,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11258,Male,Single,25 - 34,29,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11259,Male,Single,25 - 34,26,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11260,Male,Single,25 - 34,34,Sales,Bachelor's Degree,Other,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11261,Male,Single,Under 25,20,Sales,High School,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11262,Male,Single,25 - 34,28,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11263,Male,Single,35 - 44,41,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11264,Male,Single,25 - 34,27,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11265,Male,Single,45 - 54,46,Sales,Master's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11266,Female,Married,Under 25,22,R&D,Associates Degree,Other,Research Scientist,Non-Travel,1,No,Current Employees,3,1,0,,,,
11267,Female,Divorced,35 - 44,38,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,2,1,0,,,,
11268,Female,Single,Under 25,24,R&D,High School,Technical Degree,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11269,Female,Single,25 - 34,27,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11270,Female,Divorced,35 - 44,44,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11271,Female,Single,35 - 44,35,HR,Master's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11272,Female,Divorced,35 - 44,44,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11273,Female,Divorced,45 - 54,47,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11274,Female,Divorced,45 - 54,49,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11275,Female,Divorced,25 - 34,31,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11276,Female,Married,35 - 44,35,R&D,Associates Degree,Other,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11277,Female,Married,25 - 34,26,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11278,Female,Married,35 - 44,40,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11279,Female,Married,25 - 34,33,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11280,Female,Married,45 - 54,49,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11281,Female,Married,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11282,Female,Married,35 - 44,38,R&D,Associates Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11283,Female,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11284,Female,Single,35 - 44,35,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11285,Female,Single,45 - 54,45,R&D,Doctoral Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11286,Female,Single,45 - 54,54,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11287,Female,Single,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11288,Female,Divorced,35 - 44,41,Sales,High School,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11289,Female,Divorced,25 - 34,31,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11290,Female,Married,35 - 44,35,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11291,Female,Married,25 - 34,34,Sales,High School,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11292,Female,Married,35 - 44,36,Sales,Master's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11293,Female,Married,45 - 54,47,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11294,Female,Married,Over 55,58,Sales,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11295,Female,Married,Under 25,24,Sales,High School,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11296,Female,Single,35 - 44,36,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11297,Male,Divorced,35 - 44,40,R&D,Associates Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,4,1,0,,,,
11298,Male,Divorced,25 - 34,31,R&D,Associates Degree,Medical,Research Scientist,Non-Travel,1,No,Current Employees,1,1,0,,,,
11299,Male,Married,35 - 44,39,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1,0,,,,
11300,Male,Divorced,25 - 34,34,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1,0,,,,
11301,Male,Married,35 - 44,44,HR,Doctoral Degree,Human Resources,Human Resources,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11302,Male,Married,35 - 44,38,HR,Master's Degree,Other,Human Resources,Travel_Frequently,1,No,Current Employees,2,1,0,,,,
11303,Male,Married,Over 55,58,R&D,Master's Degree,Life Sciences,Research Director,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11304,Male,Married,25 - 34,34,R&D,Master's Degree,Other,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11305,Male,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
11306,Male,Married,45 - 54,50,R&D,Doctoral Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11307,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11308,Male,Married,35 - 44,35,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
